State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
UT,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,36,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
WY,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,44,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
CO,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,1,,01/01/2017,12/31/2017
IL,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,2,,01/01/2017,12/31/2017
IN,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,1,,01/01/2017,12/31/2017
NC,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,3,,01/01/2017,12/31/2017
NE,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,1,,01/01/2017,12/31/2017
PA,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,2,,01/01/2017,12/31/2017
SC,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,3,,01/01/2017,12/31/2017
SD,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,1,,01/01/2017,12/31/2017
UT,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,1,,01/01/2017,12/31/2017
WY,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,1,,01/01/2017,12/31/2017
CO,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,71,,04/01/2017,03/31/2018
IL,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,80,,04/01/2017,03/31/2018
IN,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,78,,04/01/2017,03/31/2018
NC,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,76,,04/01/2017,03/31/2018
NE,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,68,,04/01/2017,03/31/2018
PA,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,79,,04/01/2017,03/31/2018
SC,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,72,,04/01/2017,03/31/2018
SD,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,68,,04/01/2017,03/31/2018
UT,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,69,,04/01/2017,03/31/2018
WY,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,76,,04/01/2017,03/31/2018
CO,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,214,,04/01/2017,03/31/2018
IL,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,257,,04/01/2017,03/31/2018
IN,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,181,,04/01/2017,03/31/2018
NC,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,298,,04/01/2017,03/31/2018
NE,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,127,,04/01/2017,03/31/2018
PA,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,228,,04/01/2017,03/31/2018
SC,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,207,,04/01/2017,03/31/2018
SD,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,136,,04/01/2017,03/31/2018
UT,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,197,,04/01/2017,03/31/2018
WY,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,137,,04/01/2017,03/31/2018
CO,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,180,,04/01/2017,03/31/2018
IL,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,222,,04/01/2017,03/31/2018
IN,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,160,,04/01/2017,03/31/2018
NC,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,279,,04/01/2017,03/31/2018
NE,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,126,,04/01/2017,03/31/2018
PA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,203,,04/01/2017,03/31/2018
SC,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,153,,04/01/2017,03/31/2018
SD,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,125,,04/01/2017,03/31/2018
UT,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,190,,04/01/2017,03/31/2018
WY,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,137,,04/01/2017,03/31/2018
CO,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,288,,04/01/2017,03/31/2018
IL,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,270,,04/01/2017,03/31/2018
IN,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,208,,04/01/2017,03/31/2018
NC,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,288,,04/01/2017,03/31/2018
NE,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,202,,04/01/2017,03/31/2018
PA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,235,,04/01/2017,03/31/2018
SC,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,238,,04/01/2017,03/31/2018
SD,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,140,,04/01/2017,03/31/2018
UT,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,204,,04/01/2017,03/31/2018
WY,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,159,,04/01/2017,03/31/2018
CO,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,324,,04/01/2017,03/31/2018
IL,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,302,,04/01/2017,03/31/2018
IN,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,205,,04/01/2017,03/31/2018
NC,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,382,,04/01/2017,03/31/2018
NE,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,221,,04/01/2017,03/31/2018
PA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,264,,04/01/2017,03/31/2018
SC,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,320,,04/01/2017,03/31/2018
SD,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,208,,04/01/2017,03/31/2018
UT,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,188,,04/01/2017,03/31/2018
WY,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,266,,04/01/2017,03/31/2018
CO,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,251,,04/01/2017,03/31/2018
IL,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,328,,04/01/2017,03/31/2018
IN,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,36,,04/01/2017,03/31/2018
IN,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,226,,04/01/2017,03/31/2018
NC,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,336,,04/01/2017,03/31/2018
NE,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,210,,04/01/2017,03/31/2018
PA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,230,,04/01/2017,03/31/2018
SC,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,332,,04/01/2017,03/31/2018
SD,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
UT,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,212,,04/01/2017,03/31/2018
WY,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,94,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
IL,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,94,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
IN,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,97,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
NC,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,95,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
NE,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,92,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
PA,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,94,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
SC,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,94,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
SD,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,91,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
UT,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,92,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
WY,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,90,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
CO,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,98,,10/01/2017,03/31/2018
IL,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,91,,10/01/2017,03/31/2018
IN,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,90,,10/01/2017,03/31/2018
NC,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,95,,10/01/2017,03/31/2018
NE,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,88,,10/01/2017,03/31/2018
CO,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
IL,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,2,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
IN,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,2,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NC,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,3,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NE,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,3,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
PA,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
SC,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
SD,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,4,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
UT,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
WY,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,7,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
CO,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
IL,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
IN,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NC,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NE,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,2,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
PA,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,2,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
SC,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,2,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
SD,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,2,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
UT,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,2,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
WY,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,2,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
CO,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,95,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
IL,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,90,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
IN,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,89,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
NC,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,89,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
NE,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,86,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
PA,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,89,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
SC,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,88,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
SD,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,89,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
UT,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,95,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
WY,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,59,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
CO,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,91,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
IL,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,92,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
IN,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,90,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
NC,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,91,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
NE,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,93,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
PA,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,92,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
SC,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,94,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
SD,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,91,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
UT,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,93,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
WY,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,88,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
CO,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
IL,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,99,,01/01/2017,12/31/2017
IN,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,98,,01/01/2017,12/31/2017
NC,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
NE,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,100,,01/01/2017,12/31/2017
PA,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,100,,01/01/2017,12/31/2017
SC,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
SD,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
UT,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
WY,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
CO,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,57,,04/01/2017,03/31/2018
IL,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,51,,04/01/2017,03/31/2018
IN,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,45,,04/01/2017,03/31/2018
NC,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,53,,04/01/2017,03/31/2018
NE,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,48,,04/01/2017,03/31/2018
PA,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,48,,04/01/2017,03/31/2018
SC,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,53,,04/01/2017,03/31/2018
SD,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,48,,04/01/2017,03/31/2018
UT,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,52,,04/01/2017,03/31/2018
WY,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,57,,04/01/2017,03/31/2018
CO,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,31,,04/01/2017,03/31/2018
CO,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,90,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
IL,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,88,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
IN,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,83,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
NC,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,86,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
