State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
KS,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.895,,04/01/2017,03/31/2018
LA,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.781,,04/01/2017,03/31/2018
ME,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.788,,04/01/2017,03/31/2018
NC,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.811,,04/01/2017,03/31/2018
NM,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,1.084,,04/01/2017,03/31/2018
VA,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.723,,04/01/2017,03/31/2018
VI,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.870,,04/01/2017,03/31/2018
CT,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.822,,04/01/2017,03/31/2018
DC,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.824,,04/01/2017,03/31/2018
DE,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.670,,04/01/2017,03/31/2018
GU,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.792,,04/01/2017,03/31/2018
IL,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.907,,04/01/2017,03/31/2018
IN,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.763,,04/01/2017,03/31/2018
KS,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.768,,04/01/2017,03/31/2018
LA,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.690,,04/01/2017,03/31/2018
ME,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.615,,04/01/2017,03/31/2018
NC,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.752,,04/01/2017,03/31/2018
NM,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.902,,04/01/2017,03/31/2018
VA,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.656,,04/01/2017,03/31/2018
VI,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
ID,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.448,,04/01/2017,03/31/2018
MI,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.761,,04/01/2017,03/31/2018
ND,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.823,,04/01/2017,03/31/2018
NV,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.930,,04/01/2017,03/31/2018
RI,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,1.038,,04/01/2017,03/31/2018
UT,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.490,,04/01/2017,03/31/2018
ID,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.647,,04/01/2017,03/31/2018
MI,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.836,,04/01/2017,03/31/2018
ND,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.076,,04/01/2017,03/31/2018
NV,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.063,,04/01/2017,03/31/2018
RI,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.324,,04/01/2017,03/31/2018
UT,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.624,,04/01/2017,03/31/2018
ID,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.299,,04/01/2017,03/31/2018
MI,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.692,,04/01/2017,03/31/2018
ND,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.617,,04/01/2017,03/31/2018
NV,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.809,,04/01/2017,03/31/2018
RI,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.801,,04/01/2017,03/31/2018
UT,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.379,,04/01/2017,03/31/2018
ID,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,1.098,,04/01/2017,03/31/2018
MI,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.743,,04/01/2017,03/31/2018
ND,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.908,,04/01/2017,03/31/2018
NV,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.748,,04/01/2017,03/31/2018
RI,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,1.218,,04/01/2017,03/31/2018
UT,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.923,,04/01/2017,03/31/2018
ID,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.360,,04/01/2017,03/31/2018
MI,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.806,,04/01/2017,03/31/2018
ND,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.166,,04/01/2017,03/31/2018
NV,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.866,,04/01/2017,03/31/2018
RI,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.520,,04/01/2017,03/31/2018
UT,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.106,,04/01/2017,03/31/2018
ID,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.877,,04/01/2017,03/31/2018
MI,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.683,,04/01/2017,03/31/2018
ND,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.696,,04/01/2017,03/31/2018
NV,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.643,,04/01/2017,03/31/2018
RI,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.963,,04/01/2017,03/31/2018
UT,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.763,,04/01/2017,03/31/2018
ID,SSI - Colon Surgery,HAI_3_SIR,1.134,,04/01/2017,03/31/2018
MI,SSI - Colon Surgery,HAI_3_SIR,1.039,,04/01/2017,03/31/2018
ND,SSI - Colon Surgery,HAI_3_SIR,1.490,,04/01/2017,03/31/2018
NV,SSI - Colon Surgery,HAI_3_SIR,0.973,,04/01/2017,03/31/2018
RI,SSI - Colon Surgery,HAI_3_SIR,1.453,,04/01/2017,03/31/2018
UT,SSI - Colon Surgery,HAI_3_SIR,1.155,,04/01/2017,03/31/2018
ID,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.513,,04/01/2017,03/31/2018
MI,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.159,,04/01/2017,03/31/2018
ND,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,2.009,,04/01/2017,03/31/2018
NV,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.229,,04/01/2017,03/31/2018
RI,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.952,,04/01/2017,03/31/2018
UT,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.446,,04/01/2017,03/31/2018
ID,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.831,,04/01/2017,03/31/2018
MI,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.928,,04/01/2017,03/31/2018
ND,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,1.079,,04/01/2017,03/31/2018
NV,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.760,,04/01/2017,03/31/2018
RI,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,1.056,,04/01/2017,03/31/2018
UT,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.911,,04/01/2017,03/31/2018
ID,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.731,,04/01/2017,03/31/2018
MI,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.047,,04/01/2017,03/31/2018
ND,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.745,,04/01/2017,03/31/2018
NV,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.803,,04/01/2017,03/31/2018
RI,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.642,,04/01/2017,03/31/2018
UT,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.000,,04/01/2017,03/31/2018
ID,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.521,,04/01/2017,03/31/2018
MI,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.289,,04/01/2017,03/31/2018
ND,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,3.452,,04/01/2017,03/31/2018
NV,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.339,,04/01/2017,03/31/2018
RI,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,2.648,,04/01/2017,03/31/2018
UT,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.455,,04/01/2017,03/31/2018
ID,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.296,,04/01/2017,03/31/2018
MI,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.840,,04/01/2017,03/31/2018
ND,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.763,,04/01/2017,03/31/2018
NV,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.447,,04/01/2017,03/31/2018
RI,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.954,,04/01/2017,03/31/2018
UT,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.662,,04/01/2017,03/31/2018
ID,MRSA Bacteremia,HAI_5_SIR,0.331,,04/01/2017,03/31/2018
MI,MRSA Bacteremia,HAI_5_SIR,0.850,,04/01/2017,03/31/2018
ND,MRSA Bacteremia,HAI_5_SIR,0.959,,04/01/2017,03/31/2018
NV,MRSA Bacteremia,HAI_5_SIR,0.845,,04/01/2017,03/31/2018
RI,MRSA Bacteremia,HAI_5_SIR,0.647,,04/01/2017,03/31/2018
UT,MRSA Bacteremia,HAI_5_SIR,0.680,,04/01/2017,03/31/2018
ID,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.629,,04/01/2017,03/31/2018
MI,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.954,,04/01/2017,03/31/2018
ND,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.455,,04/01/2017,03/31/2018
NV,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.052,,04/01/2017,03/31/2018
RI,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.991,,04/01/2017,03/31/2018
UT,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.939,,04/01/2017,03/31/2018
ID,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.154,,04/01/2017,03/31/2018
MI,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.754,,04/01/2017,03/31/2018
ND,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.602,,04/01/2017,03/31/2018
NV,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.670,,04/01/2017,03/31/2018
RI,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.401,,04/01/2017,03/31/2018
UT,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.478,,04/01/2017,03/31/2018
ID,Clostridium Difficile (C.Diff),HAI_6_SIR,0.767,,04/01/2017,03/31/2018
MI,Clostridium Difficile (C.Diff),HAI_6_SIR,0.788,,04/01/2017,03/31/2018
ND,Clostridium Difficile (C.Diff),HAI_6_SIR,1.017,,04/01/2017,03/31/2018
NV,Clostridium Difficile (C.Diff),HAI_6_SIR,0.774,,04/01/2017,03/31/2018
RI,Clostridium Difficile (C.Diff),HAI_6_SIR,1.043,,04/01/2017,03/31/2018
UT,Clostridium Difficile (C.Diff),HAI_6_SIR,1.085,,04/01/2017,03/31/2018
ID,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.869,,04/01/2017,03/31/2018
MI,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.818,,04/01/2017,03/31/2018
ND,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,1.153,,04/01/2017,03/31/2018
NV,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.830,,04/01/2017,03/31/2018
RI,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,1.154,,04/01/2017,03/31/2018
UT,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,1.181,,04/01/2017,03/31/2018
ID,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.673,,04/01/2017,03/31/2018
MI,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.759,,04/01/2017,03/31/2018
ND,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.893,,04/01/2017,03/31/2018
NV,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.720,,04/01/2017,03/31/2018
RI,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.941,,04/01/2017,03/31/2018
UT,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.996,,04/01/2017,03/31/2018
AZ,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.630,,04/01/2017,03/31/2018
CA,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.824,,04/01/2017,03/31/2018
MP,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.906,,04/01/2017,03/31/2018
NH,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.670,,04/01/2017,03/31/2018
NY,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.849,,04/01/2017,03/31/2018
SC,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.849,,04/01/2017,03/31/2018
TN,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.797,,04/01/2017,03/31/2018
VT,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.847,,04/01/2017,03/31/2018
WV,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.747,,04/01/2017,03/31/2018
WY,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.610,,04/01/2017,03/31/2018
AZ,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.718,,04/01/2017,03/31/2018
CA,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.867,,04/01/2017,03/31/2018
MP,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.053,,04/01/2017,03/31/2018
NH,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.914,,04/01/2017,03/31/2018
NY,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.900,,04/01/2017,03/31/2018
SC,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.963,,04/01/2017,03/31/2018
TN,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.875,,04/01/2017,03/31/2018
VT,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.329,,04/01/2017,03/31/2018
WV,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.882,,04/01/2017,03/31/2018
WY,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.470,,04/01/2017,03/31/2018
AZ,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.550,,04/01/2017,03/31/2018
CA,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.783,,04/01/2017,03/31/2018
MP,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.774,,04/01/2017,03/31/2018
NH,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.479,,04/01/2017,03/31/2018
NY,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.799,,04/01/2017,03/31/2018
SC,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.745,,04/01/2017,03/31/2018
TN,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.724,,04/01/2017,03/31/2018
VT,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.510,,04/01/2017,03/31/2018
WV,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.629,,04/01/2017,03/31/2018
WY,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.194,,04/01/2017,03/31/2018
AZ,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.575,,04/01/2017,03/31/2018
CA,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,1.024,,04/01/2017,03/31/2018
MP,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.668,,04/01/2017,03/31/2018
NH,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.980,,04/01/2017,03/31/2018
NY,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.990,,04/01/2017,03/31/2018
SC,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.868,,04/01/2017,03/31/2018
TN,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.716,,04/01/2017,03/31/2018
VT,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,1.085,,04/01/2017,03/31/2018
WV,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.623,,04/01/2017,03/31/2018
WY,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.636,,04/01/2017,03/31/2018
AZ,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.654,,04/01/2017,03/31/2018
CA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.068,,04/01/2017,03/31/2018
MP,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.774,,04/01/2017,03/31/2018
NH,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.221,,04/01/2017,03/31/2018
NY,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.041,,04/01/2017,03/31/2018
SC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.971,,04/01/2017,03/31/2018
TN,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.786,,04/01/2017,03/31/2018
VT,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.480,,04/01/2017,03/31/2018
WV,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.731,,04/01/2017,03/31/2018
WY,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.166,,04/01/2017,03/31/2018
AZ,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.504,,04/01/2017,03/31/2018
CA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.980,,04/01/2017,03/31/2018
MP,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.574,,04/01/2017,03/31/2018
NH,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.776,,04/01/2017,03/31/2018
NY,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.941,,04/01/2017,03/31/2018
SC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.774,,04/01/2017,03/31/2018
TN,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.652,,04/01/2017,03/31/2018
VT,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.775,,04/01/2017,03/31/2018
WV,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.526,,04/01/2017,03/31/2018
WY,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.310,,04/01/2017,03/31/2018
AZ,SSI - Colon Surgery,HAI_3_SIR,0.975,,04/01/2017,03/31/2018
CA,SSI - Colon Surgery,HAI_3_SIR,0.936,,04/01/2017,03/31/2018
MP,SSI - Colon Surgery,HAI_3_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,SSI - Colon Surgery,HAI_3_SIR,1.074,,04/01/2017,03/31/2018
NH,SSI - Colon Surgery,HAI_3_SIR,1.058,,04/01/2017,03/31/2018
NY,SSI - Colon Surgery,HAI_3_SIR,0.981,,04/01/2017,03/31/2018
SC,SSI - Colon Surgery,HAI_3_SIR,0.863,,04/01/2017,03/31/2018
TN,SSI - Colon Surgery,HAI_3_SIR,0.747,,04/01/2017,03/31/2018
VT,SSI - Colon Surgery,HAI_3_SIR,1.332,,04/01/2017,03/31/2018
WV,SSI - Colon Surgery,HAI_3_SIR,1.438,,04/01/2017,03/31/2018
WY,SSI - Colon Surgery,HAI_3_SIR,0.141,,04/01/2017,03/31/2018
AZ,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.132,,04/01/2017,03/31/2018
CA,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.007,,04/01/2017,03/31/2018
MP,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.298,,04/01/2017,03/31/2018
NH,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.432,,04/01/2017,03/31/2018
NY,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.075,,04/01/2017,03/31/2018
SC,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.032,,04/01/2017,03/31/2018
TN,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,0.864,,04/01/2017,03/31/2018
VT,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,2.090,,04/01/2017,03/31/2018
WV,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.779,,04/01/2017,03/31/2018
WY,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,0.698,,04/01/2017,03/31/2018
AZ,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.835,,04/01/2017,03/31/2018
CA,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.869,,04/01/2017,03/31/2018
MP,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
