State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
NM,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,23,0,4,,10/01/2015,06/30/2017
NM,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,26,0,2,,10/01/2015,06/30/2017
NM,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,8,0,16,,10/01/2015,06/30/2017
NM,Pressure Ulcer Rate,PSI_3_ULCER,1,28,0,0,,10/01/2015,06/30/2017
NM,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,29,0,2,,10/01/2015,06/30/2017
NM,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,2,20,0,1,,10/01/2015,06/30/2017
NM,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,25,0,1,,10/01/2015,06/30/2017
NM,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1,21,0,2,,10/01/2015,06/30/2017
NM,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,22,0,2,,10/01/2015,06/30/2017
VA,Death rate for heart attack patients,MORT_30_AMI,0,67,1,14,,07/01/2014,06/30/2017
VA,Death rate for heart failure patients,MORT_30_HF,1,74,7,2,,07/01/2014,06/30/2017
VA,Death rate for pneumonia patients,MORT_30_PN,8,70,3,3,,07/01/2014,06/30/2017
VA,Death rate for COPD patients,MORT_30_COPD,1,76,2,2,,07/01/2014,06/30/2017
VA,Death rate for stroke patients,MORT_30_STK,1,66,1,12,,07/01/2014,06/30/2017
VA,Death rate for CABG surgery patients,MORT_30_CABG,0,19,2,2,,07/01/2014,06/30/2017
VA,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,58,3,9,,04/01/2014,03/31/2017
VA,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,5,66,1,Not Available,,10/01/2015,06/30/2017
VA,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,72,0,0,,10/01/2015,06/30/2017
VA,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,3,63,1,4,,10/01/2015,06/30/2017
VA,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,1,63,0,6,,10/01/2015,06/30/2017
VA,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,71,0,0,,10/01/2015,06/30/2017
VA,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,2,39,0,25,,10/01/2015,06/30/2017
VA,Pressure Ulcer Rate,PSI_3_ULCER,3,66,3,0,,10/01/2015,06/30/2017
VA,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,72,0,0,,10/01/2015,06/30/2017
VA,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,3,59,1,6,,10/01/2015,06/30/2017
VA,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,66,1,4,,10/01/2015,06/30/2017
VA,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,3,60,0,6,,10/01/2015,06/30/2017
VA,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,5,56,1,7,,10/01/2015,06/30/2017
VI,Death rate for heart attack patients,MORT_30_AMI,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
VI,Death rate for heart failure patients,MORT_30_HF,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
VI,Death rate for pneumonia patients,MORT_30_PN,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
VI,Death rate for COPD patients,MORT_30_COPD,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
VI,Death rate for stroke patients,MORT_30_STK,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
VI,Death rate for CABG surgery patients,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
VI,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2014,03/31/2017
VI,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
VI,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
VI,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
VI,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
VI,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
VI,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
VI,Pressure Ulcer Rate,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
VI,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
VI,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
VI,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
VI,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MI,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,2,87,1,0,,10/01/2015,06/30/2017
VI,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
ID,Death rate for heart attack patients,MORT_30_AMI,0,10,0,22,,07/01/2014,06/30/2017
ID,Death rate for heart failure patients,MORT_30_HF,2,20,0,16,,07/01/2014,06/30/2017
ID,Death rate for pneumonia patients,MORT_30_PN,1,32,0,6,,07/01/2014,06/30/2017
ID,Death rate for COPD patients,MORT_30_COPD,1,21,0,16,,07/01/2014,06/30/2017
ID,Death rate for stroke patients,MORT_30_STK,0,13,0,21,,07/01/2014,06/30/2017
ID,Death rate for CABG surgery patients,MORT_30_CABG,0,5,0,0,,07/01/2014,06/30/2017
ID,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,22,2,5,,04/01/2014,03/31/2017
ID,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,0,13,1,Not Available,,10/01/2015,06/30/2017
ID,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,13,0,1,,10/01/2015,06/30/2017
ID,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,13,0,1,,10/01/2015,06/30/2017
ID,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,13,0,0,,10/01/2015,06/30/2017
ID,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,13,0,0,,10/01/2015,06/30/2017
ID,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,8,0,4,,10/01/2015,06/30/2017
ID,Pressure Ulcer Rate,PSI_3_ULCER,0,12,0,2,,10/01/2015,06/30/2017
ID,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,13,0,1,,10/01/2015,06/30/2017
ID,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,13,0,1,,10/01/2015,06/30/2017
ID,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,13,0,1,,10/01/2015,06/30/2017
ID,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,13,0,1,,10/01/2015,06/30/2017
ID,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,12,1,1,,10/01/2015,06/30/2017
MI,Death rate for heart attack patients,MORT_30_AMI,0,66,7,50,,07/01/2014,06/30/2017
MI,Death rate for heart failure patients,MORT_30_HF,4,95,15,18,,07/01/2014,06/30/2017
MI,Death rate for pneumonia patients,MORT_30_PN,2,114,10,3,,07/01/2014,06/30/2017
MI,Death rate for COPD patients,MORT_30_COPD,1,105,5,13,,07/01/2014,06/30/2017
MI,Death rate for stroke patients,MORT_30_STK,0,79,3,38,,07/01/2014,06/30/2017
MI,Death rate for CABG surgery patients,MORT_30_CABG,0,34,0,0,,07/01/2014,06/30/2017
MI,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,95,5,15,,04/01/2014,03/31/2017
MI,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,4,86,4,Not Available,,10/01/2015,06/30/2017
MI,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,93,1,0,,10/01/2015,06/30/2017
MI,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,2,87,1,1,,10/01/2015,06/30/2017
MI,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,82,0,7,,10/01/2015,06/30/2017
MI,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,86,0,4,,10/01/2015,06/30/2017
MI,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,1,48,3,30,,10/01/2015,06/30/2017
MI,Pressure Ulcer Rate,PSI_3_ULCER,6,85,2,1,,10/01/2015,06/30/2017
MI,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,93,0,1,,10/01/2015,06/30/2017
MI,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,90,0,1,,10/01/2015,06/30/2017
MI,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1,89,0,0,,10/01/2015,06/30/2017
MI,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,2,85,3,0,,10/01/2015,06/30/2017
ND,Death rate for heart attack patients,MORT_30_AMI,0,8,0,27,,07/01/2014,06/30/2017
ND,Death rate for heart failure patients,MORT_30_HF,0,20,0,24,,07/01/2014,06/30/2017
ND,Death rate for pneumonia patients,MORT_30_PN,0,34,0,11,,07/01/2014,06/30/2017
ND,Death rate for COPD patients,MORT_30_COPD,1,15,0,26,,07/01/2014,06/30/2017
ND,Death rate for stroke patients,MORT_30_STK,1,7,0,29,,07/01/2014,06/30/2017
ND,Death rate for CABG surgery patients,MORT_30_CABG,1,5,0,0,,07/01/2014,06/30/2017
ND,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,9,0,0,,04/01/2014,03/31/2017
ND,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,2,6,0,Not Available,,10/01/2015,06/30/2017
ND,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,7,0,1,,10/01/2015,06/30/2017
ND,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,6,0,0,,10/01/2015,06/30/2017
ND,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,6,0,0,,10/01/2015,06/30/2017
ND,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,6,0,0,,10/01/2015,06/30/2017
ND,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,6,0,0,,10/01/2015,06/30/2017
ND,Pressure Ulcer Rate,PSI_3_ULCER,1,6,0,1,,10/01/2015,06/30/2017
ND,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,7,0,1,,10/01/2015,06/30/2017
ND,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,6,0,0,,10/01/2015,06/30/2017
ND,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,6,0,0,,10/01/2015,06/30/2017
ND,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,6,0,0,,10/01/2015,06/30/2017
ND,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,2,4,0,0,,10/01/2015,06/30/2017
NV,Death rate for heart attack patients,MORT_30_AMI,0,20,0,14,,07/01/2014,06/30/2017
NV,Death rate for heart failure patients,MORT_30_HF,1,26,1,7,,07/01/2014,06/30/2017
NV,Death rate for pneumonia patients,MORT_30_PN,4,26,0,9,,07/01/2014,06/30/2017
NV,Death rate for COPD patients,MORT_30_COPD,2,27,0,5,,07/01/2014,06/30/2017
NV,Death rate for stroke patients,MORT_30_STK,1,16,0,15,,07/01/2014,06/30/2017
NV,Death rate for CABG surgery patients,MORT_30_CABG,1,11,0,1,,07/01/2014,06/30/2017
NV,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,21,0,4,,04/01/2014,03/31/2017
NV,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,6,15,1,Not Available,,10/01/2015,06/30/2017
NV,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,1,20,0,1,,10/01/2015,06/30/2017
NV,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,2,17,1,0,,10/01/2015,06/30/2017
NV,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,19,0,1,,10/01/2015,06/30/2017
NV,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,1,19,0,0,,10/01/2015,06/30/2017
NV,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,1,14,1,3,,10/01/2015,06/30/2017
NV,Pressure Ulcer Rate,PSI_3_ULCER,2,18,1,1,,10/01/2015,06/30/2017
NV,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,21,0,1,,10/01/2015,06/30/2017
NV,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,2,17,1,0,,10/01/2015,06/30/2017
NV,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,20,0,0,,10/01/2015,06/30/2017
NV,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,20,0,0,,10/01/2015,06/30/2017
NV,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,5,15,0,0,,10/01/2015,06/30/2017
RI,Death rate for heart attack patients,MORT_30_AMI,0,11,0,0,,07/01/2014,06/30/2017
RI,Death rate for heart failure patients,MORT_30_HF,0,11,0,1,,07/01/2014,06/30/2017
RI,Death rate for pneumonia patients,MORT_30_PN,0,9,2,1,,07/01/2014,06/30/2017
RI,Death rate for COPD patients,MORT_30_COPD,0,10,0,0,,07/01/2014,06/30/2017
RI,Death rate for stroke patients,MORT_30_STK,0,8,1,1,,07/01/2014,06/30/2017
RI,Death rate for CABG surgery patients,MORT_30_CABG,0,1,0,0,,07/01/2014,06/30/2017
RI,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,9,0,1,,04/01/2014,03/31/2017
RI,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,1,9,0,Not Available,,10/01/2015,06/30/2017
RI,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,10,0,0,,10/01/2015,06/30/2017
RI,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,10,0,0,,10/01/2015,06/30/2017
RI,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,10,0,0,,10/01/2015,06/30/2017
RI,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,10,0,0,,10/01/2015,06/30/2017
RI,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,5,0,4,,10/01/2015,06/30/2017
RI,Pressure Ulcer Rate,PSI_3_ULCER,2,8,0,0,,10/01/2015,06/30/2017
RI,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,10,0,0,,10/01/2015,06/30/2017
RI,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,10,0,0,,10/01/2015,06/30/2017
RI,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,10,0,0,,10/01/2015,06/30/2017
RI,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,10,0,0,,10/01/2015,06/30/2017
RI,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,10,0,0,,10/01/2015,06/30/2017
UT,Death rate for heart attack patients,MORT_30_AMI,0,14,1,22,,07/01/2014,06/30/2017
UT,Death rate for heart failure patients,MORT_30_HF,1,25,0,18,,07/01/2014,06/30/2017
UT,Death rate for pneumonia patients,MORT_30_PN,0,39,0,5,,07/01/2014,06/30/2017
UT,Death rate for COPD patients,MORT_30_COPD,1,18,0,24,,07/01/2014,06/30/2017
UT,Death rate for stroke patients,MORT_30_STK,2,14,0,25,,07/01/2014,06/30/2017
UT,Death rate for CABG surgery patients,MORT_30_CABG,0,7,0,3,,07/01/2014,06/30/2017
UT,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,31,0,5,,04/01/2014,03/31/2017
UT,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,1,29,1,Not Available,,10/01/2015,06/30/2017
UT,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,30,0,1,,10/01/2015,06/30/2017
UT,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,30,0,1,,10/01/2015,06/30/2017
UT,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,26,0,4,,10/01/2015,06/30/2017
UT,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,28,0,2,,10/01/2015,06/30/2017
UT,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,11,0,15,,10/01/2015,06/30/2017
UT,Pressure Ulcer Rate,PSI_3_ULCER,0,30,0,1,,10/01/2015,06/30/2017
UT,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,30,0,1,,10/01/2015,06/30/2017
UT,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,30,0,1,,10/01/2015,06/30/2017
UT,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,30,0,1,,10/01/2015,06/30/2017
UT,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,30,0,1,,10/01/2015,06/30/2017
UT,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,29,1,1,,10/01/2015,06/30/2017
AZ,Death rate for heart attack patients,MORT_30_AMI,0,48,0,21,,07/01/2014,06/30/2017
AZ,Death rate for heart failure patients,MORT_30_HF,1,53,1,20,,07/01/2014,06/30/2017
AZ,Death rate for pneumonia patients,MORT_30_PN,1,66,2,9,,07/01/2014,06/30/2017
AZ,Death rate for COPD patients,MORT_30_COPD,4,50,1,20,,07/01/2014,06/30/2017
AZ,Death rate for stroke patients,MORT_30_STK,0,42,1,22,,07/01/2014,06/30/2017
AZ,Death rate for CABG surgery patients,MORT_30_CABG,0,25,0,2,,07/01/2014,06/30/2017
AZ,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,49,0,5,,04/01/2014,03/31/2017
AZ,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,5,52,4,Not Available,,10/01/2015,06/30/2017
AZ,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,2,59,0,0,,10/01/2015,06/30/2017
AZ,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,3,52,2,1,,10/01/2015,06/30/2017
AZ,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,1,51,0,5,,10/01/2015,06/30/2017
AZ,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,1,55,0,3,,10/01/2015,06/30/2017
AZ,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,35,2,14,,10/01/2015,06/30/2017
AZ,Pressure Ulcer Rate,PSI_3_ULCER,1,60,0,0,,10/01/2015,06/30/2017
AZ,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,61,0,0,,10/01/2015,06/30/2017
AZ,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,49,0,4,,10/01/2015,06/30/2017
AZ,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,56,0,2,,10/01/2015,06/30/2017
AZ,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,49,0,4,,10/01/2015,06/30/2017
AZ,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,6,40,3,4,,10/01/2015,06/30/2017
CA,Death rate for heart attack patients,MORT_30_AMI,1,205,5,109,,07/01/2014,06/30/2017
CA,Death rate for heart failure patients,MORT_30_HF,7,226,36,63,,07/01/2014,06/30/2017
CA,Death rate for pneumonia patients,MORT_30_PN,19,235,43,40,,07/01/2014,06/30/2017
CA,Death rate for COPD patients,MORT_30_COPD,5,247,7,65,,07/01/2014,06/30/2017
CA,Death rate for stroke patients,MORT_30_STK,6,208,10,93,,07/01/2014,06/30/2017
CA,Death rate for CABG surgery patients,MORT_30_CABG,0,97,0,32,,07/01/2014,06/30/2017
CA,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,3,191,7,84,,04/01/2014,03/31/2017
CA,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,10,277,6,Not Available,,10/01/2015,06/30/2017
CA,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,1,292,0,0,,10/01/2015,06/30/2017
CA,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,6,279,1,1,,10/01/2015,06/30/2017
CA,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,2,265,0,20,,10/01/2015,06/30/2017
CA,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,1,281,0,5,,10/01/2015,06/30/2017
CA,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,1,157,1,108,,10/01/2015,06/30/2017
CA,Pressure Ulcer Rate,PSI_3_ULCER,13,271,7,1,,10/01/2015,06/30/2017
CA,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,292,0,1,,10/01/2015,06/30/2017
CA,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,6,255,0,21,,10/01/2015,06/30/2017
CA,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,286,0,1,,10/01/2015,06/30/2017
CA,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,2,259,0,20,,10/01/2015,06/30/2017
CA,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7,248,4,22,,10/01/2015,06/30/2017
MP,Death rate for heart attack patients,MORT_30_AMI,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
MP,Death rate for heart failure patients,MORT_30_HF,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
MP,Death rate for pneumonia patients,MORT_30_PN,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
MP,Death rate for COPD patients,MORT_30_COPD,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
MP,Death rate for stroke patients,MORT_30_STK,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
MP,Death rate for CABG surgery patients,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
MP,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2014,03/31/2017
MP,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,Pressure Ulcer Rate,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MP,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
MS,Death rate for heart attack patients,MORT_30_AMI,2,24,0,55,,07/01/2014,06/30/2017
MS,Death rate for heart failure patients,MORT_30_HF,4,68,1,21,,07/01/2014,06/30/2017
MS,Death rate for pneumonia patients,MORT_30_PN,9,80,1,5,,07/01/2014,06/30/2017
MS,Death rate for COPD patients,MORT_30_COPD,3,68,0,21,,07/01/2014,06/30/2017
