Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Care Domain Score,Weighted Normalized Clinical Care Domain Score,Unweighted Person and Community Engagement Domain Score,Weighted Person and Community Engagement Domain Score,Unweighted Normalized Safety Domain Score,Weighted Safety Domain Score,Unweighted Normalized Efficiency and Cost Reduction Domain Score,Weighted Efficiency and Cost Reduction Domain Score,Total Performance Score
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,GAINESVILLE,TX,76240,Cooke,20,5,43,10.75,0,0,0,0,15.75
450092,FORT DUNCAN MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852,Maverick,72.5,18.125,20,5,33.33333333,8.333333333,0,0,31.45833333
450097,BAYSHORE MEDICAL CENTER,4000 SPENCER HWY,PASADENA,TX,77504,Harris,53.33333333,13.33333333,22,5.5,10,2.5,20,5,26.33333333
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA,TX,79065,Gray,55,13.75,42,10.5,56.66666667,14.16666667,20,5,43.41666667
450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,100 HILLCREST MEDICAL BLVD,WACO,TX,76712,McLennan,50,12.5,36,9,40,10,0,0,31.5
450102,CHRISTUS MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,75701,Smith,67.5,16.875,40,10,35,8.75,10,2.5,38.125
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,Guadalupe,25,6.25,71,17.75,63.33333333,15.83333333,0,0,39.83333333
450107,LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,EL PASO,TX,79902,El Paso,75,18.75,26,6.5,18.33333333,4.583333333,0,0,29.83333333
450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE,TX,78114,Wilson,43.33333333,14.44444444,52,17.33333333,Not Available,Not Available,0,0,31.77777778
450119,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,Hidalgo,93.33333333,23.33333333,22,5.5,53.33333333,13.33333333,10,2.5,44.66666667
450124,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,601 E 15TH STREET,AUSTIN,TX,78701,Travis,27.5,6.875,39,9.75,32,8,0,0,24.625
450128,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,WESLACO,TX,78596,Hidalgo,95,23.75,24,6,40,10,10,2.5,42.25
450130,NIX HEALTH CARE SYSTEM,"414 NAVARRO, SUITE 600",SAN ANTONIO,TX,78205,Bexar,72.5,18.125,35,8.75,10,2.5,0,0,29.375
450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701,Midland,25,6.25,15,3.75,56.66666667,14.16666667,0,0,24.16666667
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,Tarrant,62.5,15.625,21,5.25,15,3.75,0,0,24.625
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,1400 EIGHTH AVE,FORT WORTH,TX,76104,Tarrant,72.5,18.125,20,5,26.66666667,6.666666667,0,0,29.79166667
450147,DETAR HEALTHCARE SYSTEM,506 E SAN ANTONIO ST,VICTORIA,TX,77902,Victoria,77.5,19.375,45,11.25,50,12.5,0,0,43.125
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,Johnson,47.5,11.875,45,11.25,32,8,0,0,31.125
450152,METROPLEX HOSPITAL,2201 S CLEAR CREEK ROAD,KILLEEN,TX,76542,Bell,72.5,18.125,29,7.25,70,17.5,0,0,42.875
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,DEL RIO,TX,78840,Val Verde,53.33333333,17.77777778,44,14.66666667,Not Available,Not Available,40,13.33333333,45.77777778
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 EAST GENERAL CAVAZOS BLVD,KINGSVILLE,TX,78363,Kleberg,36.66666667,9.166666667,19,4.75,53.33333333,13.33333333,10,2.5,29.75
450165,METHODIST HOSPITAL SOUTH,1905 HWY 97 EAST,JOURDANTON,TX,78026,Atascosa,45,11.25,36,9,80,20,0,0,40.25
450176,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION,TX,78572,Hidalgo,95,23.75,33,8.25,66,16.5,30,7.5,56
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,HOUSTON,TX,77008,Harris,72.5,18.125,32,8,23.33333333,5.833333333,10,2.5,34.45833333
450187,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,77833,Washington,30,7.5,29,7.25,5,1.25,40,10,26
450192,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,HILLSBORO,TX,76645,Hill,0,0,55,18.33333333,Not Available,Not Available,0,0,18.33333333
450193,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,6720 BERTNER,HOUSTON,TX,77030,Harris,87.5,21.875,26,6.5,32,8,0,0,36.375
450194,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,501 S RAGSDALE,JACKSONVILLE,TX,75766,Cherokee,33.33333333,8.333333333,33,8.25,40,10,0,0,26.58333333
450196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST,PARIS,TX,75460,Lamar,65,16.25,10,2.5,43.33333333,10.83333333,0,0,29.58333333
450200,WADLEY REGIONAL MEDICAL CENTER,1000 PINE STREET,TEXARKANA,TX,75501,Bowie,60,15,25,6.25,50,12.5,0,0,33.75
450203,MEDICAL CITY WEATHERFORD,713 E ANDERSON ST,WEATHERFORD,TX,76086,Parker,22.5,5.625,23,5.75,55,13.75,0,0,25.125
450209,NORTHWEST TEXAS HOSPITAL,1501 S  COULTER ST,AMARILLO,TX,79106,Potter,35,8.75,25,6.25,38.33333333,9.583333333,10,2.5,27.08333333
450211,CHI ST LUKES HEALTH MEMORIAL LUFKIN,1201 WEST FRANK STREET,LUFKIN,TX,75901,Angelina,57.5,14.375,23,5.75,33.33333333,8.333333333,0,0,28.45833333
450213,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DR,SAN ANTONIO,TX,78229,Bexar,30,7.5,42,10.5,10,2.5,0,0,20.5
450222,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,CONROE,TX,77304,Montgomery,60,15,20,5,26.66666667,6.666666667,0,0,26.66666667
450229,HENDRICK MEDICAL CENTER,1900 PINE,ABILENE,TX,79601,Taylor,52.5,13.125,34,8.5,35,8.75,0,0,30.375
450231,BAPTIST ST ANTHONY'S HOSPITAL,1600 WALLACE BLVD,AMARILLO,TX,79106,Potter,67.5,16.875,39,9.75,68.33333333,17.08333333,0,0,43.70833333
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,Gonzales,45,15,59,19.66666667,Not Available,Not Available,0,0,34.66666667
450236,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,115 AIRPORT RD,SULPHUR SPRINGS,TX,75482,Hopkins,50,12.5,21,5.25,83.33333333,20.83333333,0,0,38.58333333
450271,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DRIVE,DECATUR,TX,76234,Wise,15,3.75,18,4.5,48,12,0,0,20.25
450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,Hays,62.5,15.625,43,10.75,82,20.5,10,2.5,49.375
450289,HARRIS HEALTH SYSTEM,2525 HOLLY HALL,HOUSTON,TX,77054,Harris,23.33333333,5.833333333,24,6,20,5,40,10,26.83333333
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,KAUFMAN,TX,75142,Kaufman,50,16.66666667,66,22,Not Available,Not Available,20,6.666666667,45.33333333
450299,COLLEGE STATION MEDICAL CENTER,1604 ROCK PRAIRIE ROAD,COLLEGE STATION,TX,77842,Brazos,62.5,15.625,30,7.5,0,0,0,0,23.125
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,Grayson,67.5,16.875,38,9.5,43.33333333,10.83333333,0,0,37.20833333
450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND,TX,77469,Fort Bend,50,12.5,46,11.5,72.5,18.125,10,2.5,44.625
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,SAN ANGELO,TX,76904,Tom Green,57.5,14.375,51,12.75,50,12.5,0,0,39.625
450346,BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,BEAUMONT,TX,77701,Jefferson,47.5,11.875,34,8.5,40,10,0,0,30.375
450347,HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE,TX,77340,Walker,50,12.5,13,3.25,36.66666667,9.166666667,0,0,24.91666667
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE,TX,76401,Erath,35,8.75,82,20.5,50,12.5,0,0,41.75
450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,GREENVILLE,TX,75401,Hunt,55,13.75,30,7.5,26,6.5,0,0,27.75
450358,HOUSTON METHODIST HOSPITAL,6565 FANNIN,HOUSTON,TX,77030,Harris,90,22.5,37,9.25,35,8.75,0,0,40.5
450369,CHILDRESS REGIONAL MEDICAL CENTER,HWY 83 NORTH,CHILDRESS,TX,79201,Childress,40,13.33333333,86,28.66666667,Not Available,Not Available,30,10,52
450370,COLUMBUS COMMUNITY HOSPITAL,110 SHULT DR,COLUMBUS,TX,78934,Colorado,40,13.33333333,61,20.33333333,Not Available,Not Available,0,0,33.66666667
450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,2400 N INTERSTATE HIGHWAY 35E,WAXAHACHIE,TX,75165,Ellis,60,15,39,9.75,63.33333333,15.83333333,0,0,40.58333333
450379,DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,DALLAS,TX,75234,Dallas,77.5,19.375,27,6.75,70,17.5,10,2.5,46.125
450388,METHODIST HOSPITAL,7700 FLOYD CURL DR,SAN ANTONIO,TX,78229,Bexar,50,12.5,31,7.75,5,1.25,0,0,21.5
450389,UT HEALTH EAST TEXAS ATHENS HOSPITAL,2000 SOUTH PALESTINE ST,ATHENS,TX,75751,Henderson,15,3.75,40,10,26.66666667,6.666666667,10,2.5,22.91666667
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,1717 HWY 59 BYPASS,LIVINGSTON,TX,77351,Polk,63.33333333,15.83333333,48,12,65,16.25,0,0,44.08333333
450403,MEDICAL CENTER OF MCKINNEY,4500 MEDICAL CENTER DRIVE,MCKINNEY,TX,75069,Collin,65,16.25,29,7.25,36,9,0,0,32.5
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRAIL,AZLE,TX,76020,Tarrant,35,11.66666667,44,14.66666667,Not Available,Not Available,30,10,36.33333333
450424,HOUSTON METHODIST SAN JACINTO HOSPITAL,4401 GARTH ROAD,BAYTOWN,TX,77521,Harris,47.5,11.875,19,4.75,50,12.5,0,0,29.125
450431,ST DAVID'S MEDICAL CENTER,919 E 32ND ST,AUSTIN,TX,78705,Travis,95,23.75,52,13,40,10,0,0,46.75
450447,NAVARRO REGIONAL HOSPITAL,3201 WEST HIGHWAY 22,CORSICANA,TX,75110,Navarro,52.5,13.125,35,8.75,55,13.75,10,2.5,38.125
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,8200 WALNUT HILL LANE,DALLAS,TX,75231,Dallas,62.5,15.625,27,6.75,18.33333333,4.583333333,0,0,26.95833333
450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,Matagorda,32.5,8.125,18,4.5,75,18.75,0,0,31.375
450469,WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVENUE,SHERMAN,TX,75091,Grayson,37.5,9.375,15,3.75,32,8,0,0,21.125
450475,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,300 WILSON STREET,HENDERSON,TX,75652,Rusk,63.33333333,15.83333333,56,14,80,20,0,0,49.83333333
450508,MEMORIAL HOSPITAL,1204 MOUND ST,NACOGDOCHES,TX,75961,Nacogdoches,52.5,13.125,24,6,5,1.25,0,0,20.375
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77640,Jefferson,50,12.5,18,4.5,66.66666667,16.66666667,0,0,33.66666667
450537,METHODIST RICHARDSON MEDICAL CENTER,2831 E PRESIDENT GEORGE BUSH HIGHWAY,RICHARDSON,TX,75082,Collin,45,11.25,44,11,71.66666667,17.91666667,0,0,40.16666667
450539,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,PLAINVIEW,TX,79072,Hale,40,10,58,14.5,50,12.5,0,0,37
450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,ABILENE,TX,79606,Taylor,35,8.75,32,8,24,6,0,0,22.75
450563,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,1650 W COLLEGE ST,GRAPEVINE,TX,76051,Tarrant,57.5,14.375,40,10,43.33333333,10.83333333,10,2.5,37.70833333
450565,PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25 AVE,MINERAL WELLS,TX,76067,Palo Pinto,20,5,23,5.75,0,0,30,7.5,18.25
450571,SHANNON MEDICAL CENTER,120 EAST HARRIS AVENUE,SAN ANGELO,TX,76903,Tom Green,77.5,19.375,36,9,10,2.5,10,2.5,33.375
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,1275 MARVIN HANCOCK DRIVE,JASPER,TX,75951,Jasper,5,1.666666667,41,13.66666667,Not Available,Not Available,50,16.66666667,32
450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR,BROWNWOOD,TX,76801,Brown,37.5,9.375,30,7.5,63.33333333,15.83333333,0,0,32.70833333
450596,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,GRANBURY,TX,76048,Hood,60,15,36,9,85,21.25,10,2.5,47.75
450597,CUERO REGIONAL HOSPITAL,2550 N ESPLANADE,CUERO,TX,77954,DeWitt,60,20,40,13.33333333,Not Available,Not Available,10,3.333333333,36.66666667
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG,TX,78624,Gillespie,63.33333333,15.83333333,95,23.75,80,20,20,5,64.58333333
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,HOUSTON,TX,77024,Harris,65,16.25,54,13.5,31.66666667,7.916666667,10,2.5,40.16666667
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,WEBSTER,TX,77598,Harris,77.5,19.375,20,5,10,2.5,0,0,26.875
450634,MEDICAL CITY DENTON,3535 SOUTH I35 EAST,DENTON,TX,76210,Denton,65,16.25,34,8.5,16,4,10,2.5,31.25
450638,HOUSTON NORTHWEST MEDICAL CENTER,710 CYPRESS CREEK PARKWAY,HOUSTON,TX,77090,Harris,37.5,9.375,16,4,40,10,0,0,23.375
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD,TX,76022,Tarrant,20,5,31,7.75,28.33333333,7.083333333,20,5,24.83333333
450643,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78041,Webb,63.33333333,15.83333333,25,6.25,26.66666667,6.666666667,10,2.5,31.25
450644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE,HOUSTON,TX,77082,Harris,60,15,39,9.75,23.33333333,5.833333333,0,0,30.58333333
450647,MEDICAL CITY DALLAS,7777 FOREST LANE,DALLAS,TX,75230,Dallas,47.5,11.875,29,7.25,28.33333333,7.083333333,10,2.5,28.70833333
450651,MEDICAL CENTER OF PLANO,3901 W 15TH ST,PLANO,TX,75075,Collin,37.5,9.375,32,8,33.33333333,8.333333333,0,0,25.70833333
450653,SCENIC MOUNTAIN MEDICAL CENTER,1601 W 11TH PLACE,BIG SPRING,TX,79720,Howard,30,7.5,22,5.5,40,10,0,0,23
450654,STARR COUNTY MEMORIAL HOSPITAL,128  N FM RD 3167,RIO GRANDE CITY,TX,78582,Starr,60,20,Not Available,Not Available,0,0,50,16.66666667,36.66666667
450656,NACOGDOCHES MEDICAL CENTER,4920 NE STALLINGS DRIVE,NACOGDOCHES,TX,75961,Nacogdoches,60,15,29,7.25,52,13,0,0,35.25
450659,PARK PLAZA HOSPITAL,1313 HERMANN DR,HOUSTON,TX,77004,Harris,60,15,30,7.5,12.5,3.125,0,0,25.625
450661,ODESSA REGIONAL MEDICAL CENTER,520 E 6TH STREET,ODESSA,TX,79761,Ector,52.5,13.125,24,6,58,14.5,20,5,38.625
450662,VALLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,BROWNSVILLE,TX,78526,Cameron,75,18.75,19,4.75,48.33333333,12.08333333,0,0,35.58333333
450668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,EL PASO,TX,79902,El Paso,60,15,29,7.25,50,12.5,0,0,34.75
450669,MEDICAL CENTER OF LEWISVILLE,500 WEST MAIN STREET,LEWISVILLE,TX,75057,Denton,60,15,28,7,42,10.5,0,0,32.5
450670,TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH,TOMBALL,TX,77375,Harris,62.5,15.625,20,5,38.33333333,9.583333333,0,0,30.20833333
450672,PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,Tarrant,65,16.25,41,10.25,36,9,0,0,35.5
450674,"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,HOUSTON,TX,77054,Harris,Not Available,Not Available,23,7.666666667,48.33333333,16.11111111,40,13.33333333,37.11111111
450675,MEDICAL CITY ARLINGTON,3301 MATLOCK ROAD,ARLINGTON,TX,76015,Tarrant,45,11.25,29,7.25,15,3.75,0,0,22.25
450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,11801 SOUTH FREEWAY,BURLESON,TX,76028,Johnson,67.5,16.875,35,8.75,53.33333333,13.33333333,30,7.5,46.45833333
450678,CITY HOSPITAL AT  WHITE ROCK,9440 POPPY DR,DALLAS,TX,75218,Dallas,47.5,11.875,31,7.75,62,15.5,10,2.5,37.625
450684,MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,HUMBLE,TX,77338,Harris,33.33333333,8.333333333,24,6,43.33333333,10.83333333,0,0,25.16666667
450686,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,Lubbock,37.5,9.375,55,13.75,20,5,0,0,28.125
450688,DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY AVENUE,MESQUITE,TX,75149,Dallas,50,12.5,23,5.75,57.5,14.375,10,2.5,35.125
450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,11937 US HIGHWAY 271,TYLER,TX,75708,Smith,33.33333333,11.11111111,79,26.33333333,Not Available,Not Available,0,0,37.44444444
450697,SOUTHWEST GENERAL HOSPITAL,7400 BARLITE BLVD,SAN ANTONIO,TX,78224,Bexar,60,15,14,3.5,14,3.5,0,0,22
450702,LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,LONGVIEW,TX,75605,Gregg,75,18.75,33,8.25,38.33333333,9.583333333,0,0,36.58333333
450709,HOUSTON METHODIST ST JOHN HOSPITAL,18300 ST JOHN DRIVE,NASSAU BAY,TX,77058,Harris,62.5,15.625,26,6.5,36,9,0,0,31.125
450711,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD,MCALLEN,TX,78503,Hidalgo,97.5,24.375,25,6.25,33.33333333,8.333333333,20,5,43.95833333
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,AUSTIN,TX,78704,Travis,47.5,11.875,47,11.75,18.33333333,4.583333333,0,0,28.20833333
450716,CYPRESS FAIRBANKS MEDICAL CENTER,10655 STEEPLETOP DRIVE,HOUSTON,TX,77065,Harris,43.33333333,10.83333333,14,3.5,40,10,0,0,24.33333333
450718,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVE,ROUND ROCK,TX,78681,Williamson,62.5,15.625,26,6.5,28.33333333,7.083333333,0,0,29.20833333
450723,METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND ROAD,DALLAS,TX,75237,Dallas,50,12.5,40,10,11.66666667,2.916666667,0,0,25.41666667
450730,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,4343 NORTH JOSEY LANE,CARROLLTON,TX,75010,Denton,27.5,6.875,21,5.25,50,12.5,10,2.5,27.125
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,6800 SCENIC DR,ROWLETT,TX,75088,Dallas,62.5,15.625,23,5.75,60,15,10,2.5,38.875
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,TX,76201,Denton,55,13.75,26,6.5,43.33333333,10.83333333,10,2.5,33.58333333
450747,PALESTINE REGIONAL MEDICAL CENTER,2900 S LOOP 256,PALESTINE,TX,75801,Anderson,67.5,16.875,29,7.25,46.66666667,11.66666667,0,0,35.79166667
450754,HAMILTON GENERAL HOSPITAL,"400 N BROWN, BUILDING 1",HAMILTON,TX,76531,Hamilton,80,26.66666667,93,31,Not Available,Not Available,20,6.666666667,64.33333333
450755,COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,LEVELLAND,TX,79336,Hockley,15,5,73,24.33333333,Not Available,Not Available,50,16.66666667,46
450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,5151 HARRY HINES BLVD,DALLAS,TX,75390,Dallas,Not Available,Not Available,57,19,20,6.666666667,0,0,25.66666667
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,Collin,35,8.75,39,9.75,41.66666667,10.41666667,0,0,28.91666667
450775,KINGWOOD MEDICAL CENTER,22999 US HWY 59,KINGWOOD,TX,77325,Harris,72.5,18.125,23,5.75,31.66666667,7.916666667,0,0,31.79166667
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,FORT WORTH,TX,76132,Tarrant,45,11.25,69,17.25,28.33333333,7.083333333,10,2.5,38.08333333
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",6629 WOODRIDGE ROAD,CORPUS CHRISTI,TX,78414,Nueces,55,13.75,22,5.5,41.66666667,10.41666667,0,0,29.66666667
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,TEXARKANA,TX,75504,Bowie,67.5,16.875,42,10.5,30,7.5,0,0,34.875
450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,Travis,57.5,14.375,37,9.25,51.66666667,12.91666667,0,0,36.54166667
450820,HOUSTON METHODIST SUGARLAND HOSPITAL,16655 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,Fort Bend,82.5,20.625,41,10.25,60,15,0,0,45.875
450822,MEDICAL CITY LAS COLINAS,6800 N MACARTHUR BLVD,IRVING,TX,75039,Dallas,47.5,11.875,35,8.75,95,23.75,0,0,44.375
450827,KELL WEST REGIONAL HOSPITAL,5402 KELL WEST BOULEVARD,WICHITA FALLS,TX,76310,Wichita,35,11.66666667,65,21.66666667,Not Available,Not Available,20,6.666666667,40
450828,CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,ALICE,TX,78332,Jim Wells,60,15,37,9.25,50,12.5,10,2.5,39.25
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,TX,75013,Collin,62.5,15.625,51,12.75,0,0,0,0,28.375
450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,Harris,82.5,20.625,39,9.75,35,8.75,10,2.5,41.625
450847,MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,KATY,TX,77494,Fort Bend,27.5,6.875,46,11.5,43.33333333,10.83333333,10,2.5,31.70833333
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,Fort Bend,60,15,33,8.25,45,11.25,20,5,39.5
450851,BAYLOR SCOTT AND WHITE HEART AND VASCULAR HOSPITAL,621 NORTH HALL STREET,DALLAS,TX,75226,Dallas,50,16.66666667,90,30,Not Available,Not Available,0,0,46.66666667
450853,BAYLOR MEDICAL CENTER AT FRISCO,5601 WARREN PARKWAY,FRISCO,TX,75034,Denton,Not Available,Not Available,88,29.33333333,13.33333333,4.444444444,0,0,33.77777778
450855,HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,HARLINGEN,TX,78550,Cameron,85,21.25,35,8.75,47.5,11.875,10,2.5,44.375
450862,ST LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKE'S WAY,THE WOODLANDS,TX,77384,Montgomery,62.5,15.625,24,6,38.33333333,9.583333333,0,0,31.20833333
450867,SETON NORTHWEST HOSPITAL,11113 RESEARCH BOULEVARD,AUSTIN,TX,78759,Travis,66.66666667,16.66666667,44,11,6.666666667,1.666666667,10,2.5,31.83333333
460042,LAKEVIEW HOSPITAL,630 EAST MEDICAL DRIVE,BOUNTIFUL,UT,84010,Davis,55,13.75,46,11.5,60,15,20,5,45.25
450869,DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,78539,Hidalgo,67.5,16.875,18,4.5,33.33333333,8.333333333,10,2.5,32.20833333
450872,USMD HOSPITAL AT ARLINGTON L P,801 W INTERSTATE 20,ARLINGTON,TX,76017,Tarrant,Not Available,Not Available,41,13.66666667,73.33333333,24.44444444,0,0,38.11111111
450876,LUBBOCK HEART HOSPITAL LP,4810 NORTH LOOP 289,LUBBOCK,TX,79416,Lubbock,85,21.25,71,17.75,50,12.5,0,0,51.5
450885,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,12505 LEBANON ROAD,FRISCO,TX,75035,Collin,60,15,21,5.25,32.5,8.125,0,0,28.375
450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4700 ALLIANCE BOULEVARD,PLANO,TX,75093,Collin,55,13.75,47,11.75,28,7,10,2.5,35
460001,UTAH VALLEY HOSPITAL,1034 NORTH 500 WEST,PROVO,UT,84604,Utah,50,12.5,30,7.5,36.66666667,9.166666667,0,0,29.16666667
460003,SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,UT,84102,Salt Lake,50,12.5,36,9,65,16.25,0,0,37.75
460004,MCKAY DEE HOSPITAL,4401 HARRISON BOULEVARD,OGDEN,UT,84403,Weber,50,12.5,39,9.75,55,13.75,10,2.5,38.5
460005,OGDEN REGIONAL MEDICAL CENTER,5475 SOUTH 500 EAST,OGDEN,UT,84405,Weber,35,8.75,25,6.25,23.33333333,5.833333333,10,2.5,23.33333333
